id,name,class,mass,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z
11,Eris,DWA,1.671600000000000105e+22,88.39402746561194135,30.76494553347009386,-26.09500133419179591,-0.0002035710414381700539,0.0009756179210511904155,0.0008689604485536539654
12,Haumea,DWA,4.006e+21,-45.99000327629401852,-5.119436419665051474,22.38543361681793797,0.0004769107251353087726,-0.002062556779540393719,0.0003680433751357999462
13,Makemake,DWA,3.1e+21,-43.57811703521590374,11.47939915654538545,24.91810534240176267,-0.0007088347070966327483,-0.002107163581712089093,0.0001686922275899594825
14,Gonggong,DWA,1.75e+21,70.26595372441147447,-44.22674433640430181,-7.769414155404931854,0.001352016656309981777,0.0006420117697730254357,0.000666226732490898246
15,Quaoar,DWA,1.4e+21,-16.76771201895694219,-39.83118065983969558,5.159181937954206987,0.002431318256278908272,-0.0008914041029595661577,0.0001777498760872161143
16,Sedna,DWA,1.194e+21,61.95164483282864865,63.87559068731142986,-18.58921854685501529,-0.002267794172051244405,0.0009021562826681641441,0.0001246146804006463841
17,Orcus,DWA,6.348e+20,-35.13848650058376677,28.70237502244759753,-13.44997914300903474,-0.001425030983543127674,-0.001634344332487992464,-0.000517231512075241092
18,Salacia,DWA,4.922e+20,37.50671203050716684,-15.02892635355107842,15.21482861206175663,0.0009798936644873023315,0.002317086944831156341,0.0006102369738070336034
19,Luna,SAT,7.345811000000000295e+22,-0.1706480090982228914,0.9671664157420506447,0.0002402400939054761587,-0.01691224676782549993,-0.003466880868905131748,-9.053982433260315842e-07
20,Phobos,SAT,10619190000000000,1.390395276732041552,-0.02096038877676992956,-0.03463248768533519484,-0.000142170503931231219,0.01593459391162775282,0.0007661728961330994438
21,Deimos,SAT,1440690000000000,1.39023266161539838,-0.02095296548228782821,-0.03454810980722682057,0.0004799950348105273866,0.01446013562420482394,0.000396946400151520606
22,Io,SAT,8.92967600000000076e+22,4.003760287115326832,2.932543370576661701,-0.1019183153713166812,0.005363099892236283632,0.007527681003887623339,0.0002646684224780750062
23,Europa,SAT,4.798588000000000026e+22,3.99923566457527313,2.936807802911403087,-0.1018433933752752318,-0.007086839543133356158,-0.00110659511296519724,-0.0001705329825596163377
24,Ganymede,SAT,1.481483000000000012e+23,3.996537436954925582,2.933536917892628271,-0.1019677449645870759,-0.002956962247853839494,0.0003757339986202859125,-0.000131188757077389188
25,Callisto,SAT,1.075663999999999979e+23,4.007912770412000114,2.947089998335257643,-0.1013810877315752812,-0.00898774677891478295,0.008159794724885217551,7.28939390077454558e-05
26,Amalthea,SAT,2465636000000000000,4.00423484932728968,2.936281122352725426,-0.1017722166138307627,-0.01635791730960460197,0.01622241623288348672,0.0001913850546932853534
27,Himalia,SAT,2270693000000000000,3.971389726709431134,2.995518351962763948,-0.06971377102267943549,-0.006200411909807300101,0.005626779607472692964,0.0007281577743658500896
28,Elara,SAT,869227700000000000,3.963310976858094303,2.897832949747978226,-0.07335073714237388964,-0.003009738394135604879,0.00472950575031523112,-0.0003476699485774082396
29,Pasiphae,SAT,299733700000000000,4.013027553993289587,2.788024403295362497,-0.01912992231580858127,-0.005613459621461331511,0.007047281782512171237,0.0003283488536241063044
30,Sinope,SAT,74933420000000000,3.842851451389750039,3.05069548089970155,-0.07249481744636451785,-0.00417845548666616589,0.007256728969481492098,-0.0003485549736468024481
31,Lysithea,SAT,62944070000000000,4.070942487636708407,2.953210716570113803,-0.09823342372388989274,-0.005257316788036949656,0.008192223494818368784,0.001046481830337350673
32,Carme,SAT,131882800000000000,3.906112309728120291,2.792727729942674486,-0.1425924014950802898,-0.005351076842820459006,0.007342348699711753225,-1.377132040971708327e-05
33,Ananke,SAT,29973370000000000,4.078623398802367461,3.067131394023379087,-0.1612918050050104468,-0.003757187424268199939,0.005664102039766668976,0.0005870205716223419632
34,Leda,SAT,10940280000000000,4.080305123766233777,2.921590515541756972,-0.0719872404940826438,-0.004280536186562118768,0.008041522486031724148,-0.0005038016307270624938
35,Thebe,SAT,451704200000000000,4.003679403592979469,2.933889848380547338,-0.1018963536956387639,0.009081792746207937445,0.008706936593958656753,0.0004858241993110192294
36,Adrastea,SAT,2082622000000000,4.004201966760703613,2.934911489976709031,-0.101827973440766148,0.004728472320943412528,0.02202526894991943193,0.0007677003397693741606
37,Metis,SAT,37472210000000000,4.003513647939914932,2.934499883098601547,-0.1018528238835134381,0.01364307084722172353,0.007573410706543637003,0.0003838839032314287887
38,Callirrhoe,SAT,869227700000000,3.915833271810273963,3.071645608540011008,-0.04363260258539926328,-0.003985696168352557099,0.007313314372543947527,-0.0005242529979899316966
39,Themisto,SAT,689387500000000,4.04640681324725815,2.930610629381547039,-0.08016625310668221149,-0.004110082933706888861,0.008269019512640741337,-0.001487011644496164225
40,Megaclite,SAT,209813600000000,3.815125597377194033,2.90172921091497793,-0.002181607562615581197,-0.005036890555998849855,0.007263626961630287142,0.0001456003956075799135
41,Taygete,SAT,164853500000000,4.119315059102487631,2.803365060925483654,-0.1121903840207054831,-0.005172065417515215972,0.005531546933147376242,0.0003970423601502525682
42,Chaldene,SAT,74933420000000,4.157789260617022364,2.962254879835013455,-0.06900212988066323216,-0.004561562942105449117,0.005150851422754551545,-0.0001548848669081854721
43,Harpalyke,SAT,119893500000000,4.086308306688221315,3.069179898138854057,-0.1369201372576592524,-0.003730104780541179145,0.005748639219762325357,0.0006822913612964298571
44,Kalyke,SAT,194826900000000,4.123400105605504073,2.800187609192450466,-0.05834797656154962903,-0.005473194354671125604,0.005888874860431575486,4.698310204614512809e-05
45,Iocaste,SAT,194826900000000,4.153443454812243196,2.924873010535511408,-0.1920981372479715898,-0.004629778574618329673,0.005341894469780531993,0.0001034483746454555985
46,Erinome,SAT,44960050000000,4.045153149092329592,3.093871372741632708,-0.1479499363392752509,-0.003557689330001064399,0.005735908456405344573,-2.305272252932213451e-05
47,Isonoe,SAT,74933420000000,3.90223061002411109,2.801371905031240672,-0.1430694731950372667,-0.005613512058606984038,0.007063422379493066935,-5.567168238186290512e-06
48,Praxidike,SAT,434613800000000,4.098349388408133009,2.826287228763159742,-0.1555491343378526958,-0.005118518579556232719,0.005455110040925645679,0.0006302514380733855847
49,Autonoe,SAT,89920110000000,4.102499744943874482,3.095407969822816074,-0.1498264046220743884,-0.003718552981961798735,0.005952265623345274689,-0.0004298895641383083097
50,Thyone,SAT,89920110000000,4.039315663092967412,2.771510845990454275,-0.1663194639889580828,-0.005496456073611683847,0.006421386509640167155,0.0005419572496010873321
51,Hermippe,SAT,89920110000000,3.953145312702016412,2.799308804613266144,-0.01890312626554555009,-0.005668617522385528858,0.006840406721485732533,0.000193737428621892731
52,Aitne,SAT,44960050000000,3.865621987636855827,3.060042289448269059,-0.1323799205286304848,-0.004086699746552438853,0.007347884043826795331,-0.0001563846724363361857
53,Eurydome,SAT,44960050000000,3.870111831280939274,2.951009070055072403,-0.02730558720109037274,-0.00435689194627649802,0.007681926636212926471,-0.0004330504581266296049
54,Euanthe,SAT,44960050000000,4.073344026397536233,2.87449600084315593,-0.1523056115446658476,-0.005513549954706070677,0.005003001465807356204,0.0006338664006163949489
55,Euporie,SAT,14986680000000,3.951570920013411925,2.823588011235472983,-0.09946254971934881395,-0.005816454214665468109,0.006825981417699637961,-0.0007615848182334571635
56,Orthosie,SAT,14986680000000,3.851918200960666283,2.977943652830870924,-0.01768071615974875499,-0.00418344785345114642,0.007348340864233860771,0.0004789172351497639007
57,Sponde,SAT,14986680000000,3.902841351739799958,2.775390598460985014,-0.1804741522012336119,-0.005329491917704907294,0.007051871196104645897,-0.000203893655082923583
58,Kale,SAT,14986680000000,3.820355031149499148,2.964863857595184449,-0.1417604919670504837,-0.004385959540860174394,0.00749540182391761952,-2.627549739748526181e-05
59,Pasithee,SAT,14986680000000,3.965890957268489725,2.754907394180271751,-0.05364308991812869604,-0.005514390315139687873,0.006925127773604300083,0.0001603740273614453235
60,Hegemone,SAT,44960050000000,4.013037612364091622,2.753870742565475815,-0.02681555182394718129,-0.00547169869556456568,0.006825369916462814893,0.0003609396403074339814
61,Mneme,SAT,14986680000000,3.979312683139833329,3.075717080500712353,-0.1900414913133194328,-0.003421440370813133222,0.006376313800167082539,0.000129728172644050303
62,Aoede,SAT,89920110000000,4.071056189159977912,2.716331889939844757,-0.1775222867999846077,-0.005259381605456398164,0.006439769299276384626,-4.766813282715857893e-05
63,Thelxinoe,SAT,14986680000000,4.128504903860340747,2.877464540576784913,-0.1276513750199939345,-0.00540019637202162478,0.005470645972286869614,-0.0005031597460714701047
64,Arche,SAT,44960050000000,3.956634260091598687,3.050636919593214813,-0.1274384457032542439,-0.003183671026310895633,0.007160044786840227479,-0.0003173963511093170304
65,Kallichore,SAT,14986680000000,4.086221657198394475,2.825221704257157906,-0.06770211535168238481,-0.005575575722262253626,0.005431414640567408005,0.0002063969688372556681
66,Helike,SAT,89920110000000,4.003094076879730956,3.061464609163071504,-0.0973685536848882538,-0.003151168652959398554,0.006615331926430282651,0.0007293217015798123719
67,Carpo,SAT,44960050000000,4.005430822367245014,3.002124454082651273,-0.03693337940835056399,-0.005952970760699935471,0.005444216134954805129,0.0008712640069793400237
68,Eukelade,SAT,89920110000000,4.115225648688796589,3.083516776130531323,-0.07653639807856223165,-0.003780376792167857141,0.005671503560178351236,-0.0001770709976626528865
69,Cyllene,SAT,14986680000000,4.005675025313929716,2.743670779500313017,-0.1465687592910757675,-0.005380513666690810159,0.006190808557194879547,0.0006450792420035494782
70,Kore,SAT,14986680000000,3.919656465880845264,3.035303045706821301,-0.1313555898429034641,-0.003727193686693643961,0.007243893854634644684,-0.000974454107044146799
71,Herse,SAT,14986680000000,3.823534117636677276,2.977613907532965509,-0.05656851747003448921,-0.004609655797890513905,0.007504363446716592542,-8.415161243555920381e-05
72,Dia,SAT,5520000000000,4.049734326614095714,2.980721826003315478,-0.07014821930909390102,-0.00607448160501698059,0.007833058838339406957,-0.0003524947642425660041
73,Eirene,SAT,5520000000000,3.923930164477875238,3.021087878741884225,-0.08045443230483809161,-0.003173154110538644289,0.007383664765230251413,0.0003092114909716736811
74,Philophrosyne,SAT,2760000000000,3.921594374392498583,3.025434993584424248,-0.02003300771146976356,-0.003680910048315408009,0.007509469505034600464,1.061233868596287366e-05
75,Eupheme,SAT,2760000000000,3.907525636555988946,2.908847627332327601,-0.07086001078165336808,-0.004534589802986918605,0.008162834254032294221,0.0007449963621644744563
76,Valetudo,SAT,1380000000000,4.114560326651463207,2.916414074356542763,-0.0412226188158003326,-0.004324637921392864015,0.00782240595085718915,0.0005264917606268218605
77,Pandia,SAT,4140000000000,3.963071383292184446,2.857638006025445598,-0.1077466317500106185,-0.003319049980989516313,0.005647395735068640871,0.0008480941287822133835
78,Ersa,SAT,4140000000000,4.049536191341076119,2.874238844719184005,-0.1119591499250936345,-0.003477586056015178131,0.007731680803426245994,-0.0007955545638547905155
79,Mimas,SAT,3.75095e+19,6.407802184570146053,6.568963684206066134,-0.3695386860392605999,-0.01073013638833726635,-0.0003385473274068987078,0.002690793744025236304
80,Enceladus,SAT,1.080321e+20,6.406968414818664748,6.568072050323388922,-0.3689885715473517069,-0.004092500853772455295,-0.00255930890687818902,0.003463414969589452292
81,Tethys,SAT,6.174977999999999672e+20,6.407109053294910872,6.566916897543571885,-0.3684059203078176026,0.0001094012463757993922,-0.0006208819542079251248,0.001902179359592311159
82,Dione,SAT,1.095489999999999934e+21,6.407362785703904606,6.56612159813112406,-0.3680051023577297631,0.0007918107136470628818,0.001263157058701090858,0.0009843235457855418168
83,Rhea,SAT,2.306492000000000131e+21,6.405746730506391096,6.570031366488121805,-0.3698874207900251232,-0.007214296614431656846,0.0005517781600943784566,0.00216353969523490168
84,Titan,SAT,1.345183999999999958e+23,6.4033637256211966,6.574074629341295939,-0.3717314495775136396,-0.006761433087373807695,0.002283801537032607853,0.001174906676284143353
85,Hyperion,SAT,5551031000000000000,6.411130202909829379,6.576076079071154545,-0.373439952985774315,-0.007096653795765840884,0.005059104798813652409,-0.0001927522810153445396
86,Iapetus,SAT,1.805665000000000098e+21,6.38894040734451707,6.555279025724444431,-0.3621693989150207016,-0.003236564404618455428,0.002393103405916184069,0.0002456088571785768949
87,Phoebe,SAT,8312297000000000000,6.330325578678090537,6.549279516759209052,-0.3602070999830964126,-0.004683362774753858232,0.004868367288282375582,0.0001621960350651588422
88,Janus,SAT,1896482000000000000,6.407637828466017815,6.568457477862193805,-0.3692581846874787299,-0.008088317403065811012,-0.003291683243471050287,0.004214856470508371311
89,Epimetheus,SAT,526249000000000000,6.409500186684043754,6.567694568911296216,-0.3690344642140286902,-0.001185703962149420223,0.01145368183404131893,-0.004098568275548592106
90,Helene,SAT,7127989000000000,6.409572540696940379,6.565968291242660015,-0.368138811970662172,0.001000101414412675818,0.005808163412904907182,-0.00138951262272108615
91,Telesto,SAT,4046405000000000,6.408946337761595835,6.566297785268908171,-0.3682958850727101607,0.002110959497690589187,0.00480994385068764501,-0.0009682145678503165835
92,Calypso,SAT,2547736000000000,6.40667901569046272,6.568628351552699307,-0.3691950675466212917,-0.006119289500573751699,-0.001594268535682429652,0.003192383830509374406
93,Atlas,SAT,5571944000000000,6.407724604255441214,6.567735658193526227,-0.3688858710503505334,-0.0002984916011573588226,-0.004013937675172381953,0.003857692084368620402
94,Prometheus,SAT,161097200000000000,6.408918579541824201,6.567264816378322934,-0.3687548520137509667,0.004460576980016109881,0.006816261548693461,-0.002278822795110004105
95,Pandora,SAT,139195900000000000,6.407610042102777292,6.568055192158315236,-0.3690431200808466095,-0.004014411264443744527,-0.004469791834697893138,0.004455753633769796856
96,Pan,SAT,4945606000000000,6.409280188234195208,6.567551457973427986,-0.3689400081906051843,0.001377256115172981708,0.01068698678101075161,-0.004007069808445291002
97,Ymir,SAT,4945606000000000,6.567080278162768181,6.443812329457530907,-0.3912751037347962368,-0.004682464320700566694,0.003552590239467572943,8.449556466167659806e-05
98,Paaliaq,SAT,8242676000000000,6.358739274502341665,6.624819860864484156,-0.3144032752174057421,-0.004780419983371536272,0.003345013118227955617,-0.0005496510919364847514
99,Tarvos,SAT,2697603000000000,6.300821238152672699,6.451429432942183517,-0.2893304004903676785,-0.003870753428900565018,0.003742005035456949513,-0.0001676921826701595363
100,Ijiraq,SAT,1198935000000000,6.42535339591717225,6.527465036825263134,-0.3359276617415691835,-0.002983965403777542533,0.003607860392537854278,-0.0003099341432285403469
101,Suttungr,SAT,209813600000000,6.35132900174252768,6.462224449703424689,-0.3668819745825643297,-0.005012372740756137167,0.004373083896600012815,0.0001796402080738356217
102,Kiviuq,SAT,3297071000000000,6.390767853044450497,6.512743167571565905,-0.4343123159180177217,-0.003414054327452647596,0.003689202122377548999,8.852966212986521088e-07
103,Mundilfari,SAT,209813600000000,6.540145580790280633,6.592946626726644332,-0.3460403683473104453,-0.003991920611431679089,0.003203409679912277465,0.0001808228238448399746
104,Albiorix,SAT,20981360000000000,6.375132100349706121,6.526355843518015121,-0.3342026214000696216,-0.003654205709045329608,0.002683620688749184698,-1.667472383201679565e-05
105,Skathi,SAT,314720400000000,6.469266535415727049,6.469730202645196826,-0.3911006014978286038,-0.004746340314301399077,0.00335949665032439504,0.0004621693563225027666
106,Erriapus,SAT,764320900000000,6.468437960899534822,6.475934299949236639,-0.3396027446126197447,-0.004032472854962844064,0.004566386823047415347,-0.0003780049720856150548
107,Siarnaq,SAT,38965380000000000,6.481039909249786568,6.480817913647631379,-0.4860069178358423225,-0.003970817592280968811,0.004346811372065695865,4.297219568265739603e-06
108,Thrymr,SAT,209813600000000,6.338569475588763602,6.559574733396085655,-0.3637379353089313927,-0.004202284799417789485,0.00521874535102572791,0.0001405079150071065976
109,Narvi,SAT,344693700000000,6.306351044563061947,6.487191655028495596,-0.4414365280803866365,-0.004893572552387330868,0.004158515874660077653,0.0003268544710896648478
110,Methone,SAT,8992011000000,6.407527077743770505,6.568779222294362619,-0.3694131704317954457,-0.009153777587904619178,-0.001610003400929727827,0.003458138249239031247
111,Pallene,SAT,32970710000000,6.40794292083053918,6.569204111147625369,-0.3696731126209567564,-0.01119590329588195272,0.001210541453190791625,0.002197485272128005349
112,Polydeuces,SAT,4496005000000,6.406271500504725047,6.568950967724731527,-0.3693874736915189749,-0.006504907127621043818,-0.0008563620333604201641,0.002820293536593683308
113,Daphnis,SAT,77930760000000,6.409418791568371354,6.567748700936016704,-0.3690567455432530175,-0.001215983151562597449,0.01186815368243248833,-0.004374913331757489775
114,Aegir,SAT,259900000000000,6.372516187604395199,6.469796423157573528,-0.3899797416995360866,-0.005263145616388963631,0.004055779484522410716,0.0001451162406712327372
115,Bebhionn,SAT,259900000000000,6.560158024487731332,6.610123665776788116,-0.3634959829305469126,-0.004342244842469647308,0.004315083684788729133,-0.0002934952343424697538
116,Bergelmir,SAT,259900000000000,6.329727251354974271,6.64657298341894176,-0.3288574982226595278,-0.003600035763672262273,0.00442591237498105982,0.000159496419643310192
117,Bestla,SAT,414000000000000,6.577476118517733283,6.556175822194621361,-0.4772664839860045749,-0.004450120515215206553,0.003489934939252837057,0.0002668886781716525258
118,Farbauti,SAT,149500000000000,6.386816847092165794,6.442129166671029417,-0.416279826035849565,-0.004986253500192847597,0.004252705337007847697,1.677563596335718624e-05
119,Fenrir,SAT,78200000000000,6.539566281406758108,6.467623525626617464,-0.4145460050217505965,-0.004632327782365706394,0.003351166711785228021,9.336509789577447909e-05
120,Fornjot,SAT,8280000000000,6.391673549151644984,6.767753207808645755,-0.3650166164248241918,-0.003723907298037425727,0.00383615730499131842,-1.821080816211950444e-05
121,Hati,SAT,259900000000000,6.301849210126823309,6.718958693504294644,-0.3816781585472084348,-0.003883870822547900222,0.004153616551936402564,-6.38667911926589976e-05
122,Hyrrokkin,SAT,259900000000000,6.370154126272878692,6.452298164270128034,-0.3391345509134096048,-0.004833671843266683366,0.004391922303368368981,-0.0002425734270148853619
123,Kari,SAT,259900000000000,6.360003531174240443,6.441583048179118087,-0.3123439305821082423,-0.00470205146192056566,0.004525204445211188781,0.0002300888741648740967
124,Loge,SAT,259900000000000,6.529879056998558085,6.535087089137825878,-0.3759041190795264775,-0.00457907970627573907,0.003083429243492587148,0.0003265138578222235828
125,Skoll,SAT,259900000000000,6.501771310174714991,6.574199514156405577,-0.4133017082410745946,-0.00379333518063321596,0.003072797721811344144,4.216447981811497322e-05
126,Surtur,SAT,259900000000000,6.273254452205325293,6.74685592560259817,-0.3313332148993441972,-0.004003334511278195881,0.004191299069397207491,5.94122793270730206e-05
127,Anthe,SAT,1498668000000,6.407769755148422064,6.567136729096290537,-0.3685763005050360364,0.002106514813973360371,-0.0006195225214307782842,0.001843853142290999194
128,Jarnsaxa,SAT,259900000000000,6.515865519264700367,6.452689398304219281,-0.3297699262062699366,-0.004771341613141540268,0.003522442236588772639,0.0001887520205620743529
129,Greip,SAT,259900000000000,6.419577439284496201,6.460271844069728431,-0.3567606529342858823,-0.005200665867076261634,0.004067059617584642753,0.0001306644902614651404
130,Tarqeq,SAT,259900000000000,6.443936568366189555,6.453338420606625547,-0.4036990152697586542,-0.003814378044593703942,0.004142106235301429816,-0.0004881374330034386386
131,Aegaeon,SAT,59946740000,6.409645126872660192,6.568218371012770618,-0.369324787636566676,-0.006215817108783681932,0.01148496958587198052,-0.00368956274005917623
132,Ariel,SAT,1.250524000000000131e+21,14.43129516026479564,-13.73568805918073821,-0.2371176178244472632,0.00511252201589011343,0.001875810457536466504,-0.001913432977285682351
133,Umbriel,SAT,1.274945000000000098e+21,14.43210851836192354,-13.73609938520808704,-0.2388023188949514319,0.001599714298975234887,0.002569317381014089418,-0.002484424572837175965
134,Titania,SAT,3.400272e+21,14.43111811219847418,-13.73618344725363727,-0.2409293753523522874,0.0006659986875657028342,0.003043282189761343376,-0.0005303280469486034744
135,Oberon,SAT,3.076338000000000197e+21,14.42703624472645529,-13.7351402734037098,-0.2398100323959340974,0.001951420659531700238,0.003059946381286981609,0.001598075419449697214
136,Miranda,SAT,6.471884e+19,14.43134103563300208,-13.73580224174608944,-0.2383599879840645752,0.001582336140922715063,0.002350361032615434689,-0.003712813720343567919
137,Cordelia,SAT,44960050000000000,14.43019287761807412,-13.73558455233969333,-0.2381213149759452696,0.002999071178721803704,0.003458973727361283352,0.006159163822280707551
138,Ophelia,SAT,53952060000000000,14.43085923977394636,-13.73572016902739001,-0.2380369994957696189,0.003967772368126168923,0.001587271026163222971,-0.005803024006832443842
139,Bianca,SAT,92917440000000000,14.43090442030214682,-13.73574033021208329,-0.2381115592372180789,0.002759250629287163161,0.00187777674441146937,-0.005686474381500522535
140,Cressida,SAT,343195100000000000,14.43049336363962354,-13.73570941305952786,-0.2385381235388331356,-0.002777255109696380626,0.003895546063049531472,0.000144295599719412843
141,Desdemona,SAT,178341500000000000,14.43063551076055973,-13.73573801944299966,-0.2385227471618123762,-0.002522605139642360855,0.003563058779391412544,-0.001761000608451231434
142,Juliet,SAT,557504700000000000,14.43026427754934282,-13.73555607269043577,-0.237796173577113551,0.006951624732368850458,0.002205773158581610365,0.003374859367841587503
143,Portia,SAT,1681506000000000000,14.43011107514003832,-13.73559092257522174,-0.2382886297961401556,0.00089862354061243533,0.003758868544313922339,0.004965739609894563936
144,Rosalind,SAT,254773600000000000,14.43040699911384372,-13.7355719511474863,-0.2376829035000426749,0.00766513391459995759,0.001774330050654871101,0.001385382116243898511
145,Belinda,SAT,356683100000000000,14.43074752353553336,-13.73564601740033808,-0.237681538833301037,0.00705752154467755282,0.001407053509076770879,-0.002241134832687348855
146,Puck,SAT,2893929000000000000,14.43001529554564044,-13.73551412126919757,-0.2378891316532618927,0.004747514512608510748,0.002783448668983205636,0.004241125998766745626
147,Caliban,SAT,299733700000000000,14.38730387918428733,-13.72619166832394555,-0.2332820869686016152,0.002787317198542442129,0.003086872509648053414,0.0003321167893242593042
148,Sycorax,SAT,2697603000000000000,14.51675468840595329,-13.69054481870548479,-0.2755733250650045374,0.002659568135696881858,0.002375924624513936403,-5.347538043386358241e-05
149,Prospero,SAT,98912120000000000,14.48144317901784461,-13.84967524407231743,-0.2015696933346162456,0.00241814030423317082,0.002675630710805831317,8.499835582766593139e-05
150,Setebos,SAT,86922770000000000,14.49649644419191219,-13.56655888087662198,-0.2403995701924615258,0.002819291354072661626,0.00262620031495348601,-0.0001228002202908344597
151,Stephano,SAT,25477360000000000,14.43883236178304408,-13.77884815446216749,-0.2729475131825850887,0.002214548345007088213,0.002637186354694496127,8.199083572886320138e-06
152,Trinculo,SAT,4645872000000000,14.3738887817917238,-13.77561384300366853,-0.2429153849245171137,0.002462884969516634763,0.002972944503546471381,6.264625835938509722e-05
153,Francisco,SAT,8392543000000000,14.44529044986204447,-13.75478690515866376,-0.2317411668120253621,0.002236532754429362575,0.002157305640639048741,-0.000372498769165820903
154,Margaret,SAT,6294407000000000,14.48175593591020238,-13.7668817425529415,-0.3016705824211294851,0.002649941134023262382,0.002931341249152559763,0.0002821161913575668439
155,Ferdinand,SAT,6294407000000000,14.51865714919441963,-13.72823973051733937,-0.2507058771569958822,0.002815216421060412824,0.00226258694553525732,-0.0001136685645841532019
156,Perdita,SAT,18000000000000000,14.43004699426919224,-13.73557978357728437,-0.238309588488531926,0.001047714366570282746,0.003673586185428053073,0.004639433720156134477
157,Mab,SAT,1000000000000000,14.43011324430162468,-13.73550270281063312,-0.237642707291162103,0.006047040233940675046,0.002331414690320962688,0.002881078955350747754
158,Cupid,SAT,3800000000000000,14.43005206309832644,-13.73553687437827087,-0.2379935759145885565,0.00416574792710612974,0.003006567903148080981,0.004819463289225066165
159,Triton,SAT,2.140298999999999928e+22,16.80875014727298833,-24.99278750053324671,0.1285288113874003546,0.00331641588639922753,0.003763556750628339366,0.001296148274178650708
160,Nereid,SAT,3.087257e+19,16.81686965063365591,-24.93032909508267991,0.1318258308264353973,0.002321501584573652625,0.00170436578150388136,-0.0001154365075050560165
161,Naiad,SAT,127808300000000000,16.81068936749890952,-24.99295361346797506,0.1271819481895188897,0.008640183624879584773,0.001391887372503620903,-0.003327149055066569092
162,Thalassa,SAT,353427400000000000,16.81071933504355442,-24.99234269593360125,0.1273960592804213032,-0.003673806377880817729,0.0002176609428588458482,0.001915190496227708438
163,Despina,SAT,1748980000000000000,16.81102614115560812,-24.99280357119969409,0.127106690313525339,0.006063194081326729254,0.007345590062430869434,0.0004652523030221416504
164,Galatea,SAT,2845228000000000000,16.81102897672429108,-24.99233967385185196,0.1272715364655126469,-0.001434795382008802189,0.005289100919937291846,0.00280024350675081319
165,Larissa,SAT,3818296000000000000,16.81099752881456766,-24.99222586721619166,0.1273273847107407875,-0.001843935514098098832,0.003942731743250793043,0.002489582586691104719
166,Proteus,SAT,3.870713e+19,16.81024192563184982,-24.99219447384212245,0.1276527807769853862,-0.0003469599591065550097,-0.00151255152930768774,-9.874026161571747241e-05
167,Halimede,SAT,89920110000000000,16.70194589527964268,-25.06707573177377668,0.1449778852486955927,0.002588366909832605887,0.001918850373441081817,0.0001715002480713581005
168,Psamathe,SAT,14986680000000000,17.13212015030516966,-25.02932321433956631,-0.1401812763358991909,0.002633123320908644076,0.001658700879205051142,-1.121101885545114775e-05
169,Sao,SAT,89920110000000000,16.75303771335037695,-24.93871224100049133,0.2283627631709498895,0.002371566924442649466,0.00147912212493605936,-3.70726150694250658e-05
170,Laomedeia,SAT,89920110000000000,16.99154163563294873,-24.99490140645451319,0.01485510335644868452,0.002645275257231264818,0.00197448351050621496,-4.471700819516979535e-05
171,Neso,SAT,164853500000000000,16.51018189165390737,-24.6969461617981807,-0.197766549522852525,0.002681531916003304476,0.001823869310446114009,-8.154459000799861123e-05
172,Hippocamp,SAT,15000000000000000,16.81061796633065697,-24.99202306737073798,0.1275572428527385616,-0.001662930005519768634,0.0002948942815194110535,0.001114972247514941367
173,Charon,SAT,1.586387999999999869e+21,-9.876867702532793558,-27.95808319095216632,5.85071564658104748,0.002944276034022892154,-0.001603947150945799361,-0.0006706509844500629838
